1.000000000000000000e+11	5.000000000000000000e-01	2.357050586263236450e-05
1.258925411794166107e+11	5.000000000000000000e-01	2.969915001167647970e-05
1.584893192461110840e+11	5.000000000000000000e-01	3.744230960404530049e-05
1.995262314968882751e+11	5.000000000000000000e-01	4.724689067494459988e-05
2.511886431509582214e+11	5.000000000000000000e-01	5.970788605440891037e-05
3.162277660168379517e+11	5.000000000000000000e-01	7.564397081233727909e-05
3.981071705534969482e+11	5.000000000000000000e-01	9.622200056437129137e-05
5.011872336272714844e+11	5.000000000000000000e-01	1.231883764336443878e-04
6.309573444801943359e+11	5.000000000000000000e-01	1.592407756359470175e-04
7.943282347242821045e+11	5.000000000000000000e-01	2.090926664121944671e-04
1.000000000000000000e+12	5.000000000000000000e-01	2.448134775978662325e-04
1.260000000000000000e+12	5.000000000000000000e-01	2.693352353508694850e-04
1.580000000000000000e+12	5.000000000000000000e-01	3.178974902773717428e-04
2.000000000000000000e+12	5.000000000000000000e-01	3.876770432564603797e-04
2.510000000000000000e+12	5.000000000000000000e-01	4.753361294884987849e-04
3.160000000000000000e+12	5.000000000000000000e-01	5.885832924024269773e-04
3.980000000000000000e+12	5.000000000000000000e-01	7.330492703371589572e-04
5.010000000000000000e+12	5.000000000000000000e-01	9.166416017220575373e-04
6.310000000000000000e+12	5.000000000000000000e-01	1.151350923925849876e-03
7.940000000000000000e+12	5.000000000000000000e-01	1.453971688846451534e-03
1.000000000000000000e+13	5.000000000000000000e-01	1.849576042946457933e-03
1.260000000000000000e+13	5.000000000000000000e-01	2.356884062470182735e-03
1.580000000000000000e+13	5.000000000000000000e-01	2.980252729146112053e-03
2.000000000000000000e+13	5.000000000000000000e-01	3.795009212758621280e-03
2.510000000000000000e+13	5.000000000000000000e-01	4.743633009865420684e-03
3.160000000000000000e+13	5.000000000000000000e-01	5.780963953349265057e-03
3.980000000000000000e+13	5.000000000000000000e-01	6.762426556383246967e-03
5.010000000000000000e+13	5.000000000000000000e-01	7.569891078406026062e-03
6.310000000000000000e+13	5.000000000000000000e-01	8.222596705319480323e-03
7.940000000000000000e+13	5.000000000000000000e-01	8.875435254037238389e-03
1.000000000000000000e+14	5.000000000000000000e-01	9.809906824740057679e-03
1.260000000000000000e+14	5.000000000000000000e-01	1.135721567768922108e-02
1.580000000000000000e+14	5.000000000000000000e-01	1.381264074004038070e-02
2.000000000000000000e+14	5.000000000000000000e-01	1.767162694433693088e-02
2.510000000000000000e+14	5.000000000000000000e-01	2.263243751070742257e-02
3.160000000000000000e+14	5.000000000000000000e-01	2.827698956873716390e-02
3.980000000000000000e+14	5.000000000000000000e-01	3.349367804340520199e-02
5.010000000000000000e+14	5.000000000000000000e-01	3.704162383375414480e-02
6.310000000000000000e+14	5.000000000000000000e-01	3.803674616193765401e-02
7.940000000000000000e+14	5.000000000000000000e-01	3.596838820322700164e-02
1.000000000000000000e+15	5.000000000000000000e-01	3.120013335735945248e-02
1.260000000000000000e+15	5.000000000000000000e-01	2.461100065663817879e-02
1.580000000000000000e+15	5.000000000000000000e-01	1.680458318820211155e-02
